Image File,Generated Question
image21.png,The image is a state machine diagram.
image10.png,State Machine Diagram
image13.png,The image is a network architecture diagram.
image54.png,State Machine Diagram
image48.png,State Machine Diagram
image49.png,State Machine Diagram
image42.png,State Machine Diagram
image31.png,The image is a state machine diagram.
image45.png,The image is a state machine diagram.
image53.png,The image is a state machine diagram.
image9.png,State Machine Diagram
image4.png,State Machine Diagram
image17.png,**State Machine Diagram**
image6.png,State Machine Diagram
image8.png,State Machine Diagram
image44.png,Call Ladder
image26.png,State Machine Diagram
image24.png,State Machine Diagram.
image46.png,State Machine Diagram
image25.png,State Machine Diagram
image47.png,State Machine Diagram
image15.png,State Machine Diagram.
image1.png,The image provided is a network architecture diagram.
image52.png,State Machine Diagram
image38.png,State machine diagram.
image40.png,State Machine Diagram.
image16.png,State Machine Diagram
image37.png,State Machine Diagram.
image11.png,State Machine Diagram
image32.png,The image is a state machine diagram.
image33.png,I'd say this image is a state machine diagram.
image56.png,State Machine Diagram
image19.png,State Machine Diagram
image30.png,State Machine Diagram
image20.png,UML State Machine Diagram
image7.png,State Machine Diagram
image34.png,State Machine Diagram
image29.png,State Machine Diagram
image14.png,The diagram is a network architecture diagram.
image27.png,State Machine Diagram
image12.png,State Machine Diagram
image35.png,State Machine Diagram
image23.png,The image is a state machine diagram.
image28.png,State Machine Diagram
image36.png,State machine diagram.
image22.png,State machine diagram.
image18.png,The image is a state machine diagram.
image2.png,The image is a network architecture diagram.
image41.png,State machine diagram.
image55.png,State machine diagram.
image43.png,State Machine Diagram.
image3.png,Flowchart.
image39.png,State Machine Diagram
image50.png,State Machine Diagram
image5.png,State Machine Diagram.
